id,ap,an,dev,cat,nod,doa,dsl,ppl,valid
120,kr.jungrammer.strangerchat3,Stranger with Chat (Random),gaga.chat,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=kr.jungrammer.strangerchat3,https://strangerchat.io/policy/privacy-en-gaga-chat.html,1
121,com.etoolkit.fitpix.collage,FitPix - Collage Maker,eToolkit Inc,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.etoolkit.fitpix.collage,https://fitpix.app/privacy-policy.html,1
122,com.yourtravelmates,Travel dating: YourTravelMates,DMM SOLUTIONS INC.,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.yourtravelmates,https://www.yourtravelmates.com/privacy-policy/,1
123,com.km.picturequotes,Picture Quotes,Dexati,Photography,5M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.km.picturequotes,http://www.dexati.com/privacy2android.html,1
124,com.catholicmatch.app,CatholicMatch Dating App,CatholicMatch,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.catholicmatch.app,https://www.catholicmatch.com/about/privacy,1
125,com.km.textoverphoto,Text Over Photo,Dexati,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.km.textoverphoto,http://www.dexati.com/privacy2android.html,1
126,com.appluvfree,LuvFree Dating App,LuvFree Dating,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appluvfree,https://www.luvfree.com/privacy.php,1
127,com.slideshow.slideshow_videomaker,Music Video Maker: Slideshow,Mizdevx,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.slideshow.slideshow_videomaker,https://appbyte.ltd/inmelo/privacy-policy,1
128,com.bluearts.lovemessages,I love you images animated,blue arts,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.bluearts.lovemessages,https://sites.google.com/view/bluearts,1
129,com.zepyur.binoculars,Binoculars Night Mode Zoom,Zepyur,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.zepyur.binoculars,https://www.termsfeed.com/live/634e274c-74c1-4cfa-92eb-2b4426701011,1
130,com.veronica.happy.new_year.photoframes.stickers,Happy New Year Photo Frame,Veronica Sherwin,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.veronica.happy.new_year.photoframes.stickers,https://sites.google.com/view/veronica-sherwin/home,1
131,cpro.dating,America's Singles,"Escargot Studios, LLC",Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=cpro.dating,http://cpromarket.com/privacy_policy,1
132,biatoka.camerapose,Pose Camera photo pose ideas,Bia Toka,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=biatoka.camerapose,https://sites.google.com/view/biatoka/home,1
133,cornero.bodyshapephotoeditor,Body Shape Photo Editor,cornero apps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=cornero.bodyshapephotoeditor,https://corneroapps.blogspot.com/2018/11/cornero-apps-privacy-policy.html,1
134,com.hubaapps.chat,HubChat,HuBa Apps,Dating,1K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.hubaapps.chat,https://sites.google.com/view/hubchatprivacypolicy/ana-sayfa,1
135,com.stylish.sunglasses.pictureditor.photoeditor.artappstudio,Stylish Glasses Photo Editor,4Art App Studio For Girls,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.stylish.sunglasses.pictureditor.photoeditor.artappstudio,https://sites.google.com/view/4artappstudioforgirls/home,1
136,com.beautyfacemakeup.photoeditor.selfiemakeover,Beauty Face Makeup Editor,BrosStudio18,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.beautyfacemakeup.photoeditor.selfiemakeover,https://brosstudio18.wixsite.com/mysite,1
137,com.sumeruskydevelopers.iplcricketsuitphoto,Cricket Photo Suit,Sumeru Sky Developer,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.sumeruskydevelopers.iplcricketsuitphoto,https://sumeruskydevelopers.blogspot.com/2022/06/privacy-policy.html,1
138,kr.jungrammer.talktalk,Talk Talk - Random Chatting,gaga.chat,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=kr.jungrammer.talktalk,https://strangerchat.io/policy/privacy-en-gaga-chat.html,1
139,com.veronica.ramadan.mubarak.photoframes.stickers,Ramadan Photo Frame 2023,Veronica Sherwin,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.veronica.ramadan.mubarak.photoframes.stickers,https://sites.google.com/view/millionnewapps,1
140,com.never.die,Stranger Chat,RandomTalk,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.never.die,https://reve.s3.ap-northeast-2.amazonaws.com/privacy_en.html,1
141,com.blackview.dashcam.vietmap,VIETMAP REC,VIETMAP,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.blackview.dashcam.vietmap,https://docs.google.com/document/u/1/d/e/2PACX-1vRSjFnrkWBOVkYhHIfvlnZ4b9DMIMcaugYROdgL6ddVnzKmifiANgYtgjQ1uJRPPMQpSxlUrYS6dGDc/pub,1
142,com.migenteapp.migenteandroid,Mi Gente - Latino Dating,Mi Gente Tech,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.migenteapp.migenteandroid,https://migenteapp.com/privacy-policy/,1
143,com.psma.mosaicphotoeffects,Mosaic Photo Effects,photoshop mobile apps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.psma.mosaicphotoeffects,https://photoshopmobileapps.wordpress.com/,1
144,com.aiTeam.EffectArtName,Name Art: Effect Smoke NameArt,Devabits Inc,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.aiTeam.EffectArtName,https://sites.google.com/view/aiteam/privacy-policy,1
145,com.BestofallPhotography.DeleteRedEyesApp.RemoveRedEyesFromPhoto,Remove Red Eyes From Photo,1B Studio Ltd,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.BestofallPhotography.DeleteRedEyesApp.RemoveRedEyesFromPhoto,https://1bestofall.com/applications-privacy-policy/,1
146,com.catch.fwbhookupapp,"Hook up, Dating, Meetup, Catch",Catch Personals Limited,Social,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.catch.fwbhookupapp,https://www.catchpersonals.com/privacy.html,1
147,com.EasyPhotoEditorTechfazilka.easyphotoeditor,Easy Photo-Editor,Vikas Jallundhra,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.EasyPhotoEditorTechfazilka.easyphotoeditor,https://pages.flycricket.io/easy-photo-editor/privacy.html,1
148,com.socialnetworking.bbwmapp,Match BBW & Curvy Single :BBWM,BBWM Dating APP,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.socialnetworking.bbwmapp,https://bbwmapp.com/bbwm/privacy_policy.html,1
149,com.Couple.Photo.Suit.Styles.Traditional.Photo_Editor.Frames,Couple Photo Suit Editor - Dre,Crazy Softech,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.Couple.Photo.Suit.Styles.Traditional.Photo_Editor.Frames,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html,1
150,kr.jungrammer.strangertalk,Stranger Talk (Random Chat),Gaga&Talk,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=kr.jungrammer.strangertalk,https://strangerchat.io/policy/privacy-en-gaga-talk.html,1
151,com.gomin.photo.cut.paste.background.editor,"Cut Edit: BG Remover,BG Eraser",WECHOICE MOBILE,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.gomin.photo.cut.paste.background.editor,https://sites.google.com/view/policy-cut-and-paste,1
152,com.mindhunter.tryst,Tryst - Match and Connect,georgethedeveloper,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mindhunter.tryst,https://trystdate.me/privacy,1
153,best.edtphoto.policesuit_photoeditor,Police Suit Photo Editor,photo editing apps studio,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=best.edtphoto.policesuit_photoeditor,https://bestphotoeditingappspolicy.blogspot.com/2017/09/best-photo-editing-apps-privacy-policy.html,1
154,com.ftapps.fotos3x4,Photos for ID,FT Apps,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ftapps.fotos3x4,https://fotos3x4.ftapps.com/privacy_policy.html,1
155,com.davis.justdating,JD - JustDating,Christopher Davis,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.davis.justdating,http://www.justdatingapp.com/rules_protect.php,1
156,com.urdu.textonphotos.shairi.appsogen,Write Urdu On Photos - Shairi,Generic Apps,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.urdu.textonphotos.shairi.appsogen,https://docs.google.com/document/d/18QNMTrEsL2LbRQ6CRR0zs2qpzi5fj1koRS9DS8BrOls/pub,1
157,com.gallery.photoviwer,Gallery,RajAppStudio,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.gallery.photoviwer,https://rajappstudio.blogspot.com/2021/07/pixture-best-photo-gallery-album-app.html,1
158,ru.mylove.dating,Знакомства.ру,Waytohey Dating Services,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=ru.mylove.dating,https://znakomstva.ru/agreement/privacy/,1
159,com.appbites.menmotophotosuit,Men Moto Photo Suit,App Bites,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appbites.menmotophotosuit,https://kirakapps.com/privacy_policy.html,1
160,com.aimdate.russianflirting,RussianFlirting Russian Dating,AimDate LLC,Dating,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.aimdate.russianflirting,https://russianflirting.com/page/privacy-policy,1
161,com.livetalk.randomvideochat,Hum Chat - Random Call & Chat,AppSoNix,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.livetalk.randomvideochat,https://sites.google.com/view/appsonixprivacypolicy/home,1
162,com.aiTeam.MagicLightEffect,Photo Editor : Photo Effects,Devabits Inc,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.aiTeam.MagicLightEffect,https://sites.google.com/view/aiteam/privacy-policy,1
163,com.printeeapp.printee,Printee – Photo printing app,Printee d.o.o.,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.printeeapp.printee,https://printeeapp.com/privacy-policy/,1
164,com.appbites.interiorphotoframes,Interior Photo Frames,App Bites,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appbites.interiorphotoframes,https://kirakapps.com/privacy_policy.html,1
165,com.pixelsdev.storymaker,Story Maker - Insta Story Art,Pixels Dev Studio,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.pixelsdev.storymaker,https://pixelsdevphotoapps.blogspot.com/p/privacy-policy.html,1
166,com.fa.typegraphi,عکس نوشته ساز (فارسی)‎,WebJow,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.fa.typegraphi,https://topjow.org/privacy.php?id=com.fa.typegraphi,1
167,datee.mobi,USA Dating,ApoLeaf,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=datee.mobi,http://datee.mobi/privacy_policy.html,1
168,com.Christmas.Photo_Frames.Background.Editor,Garden Photo Frames,Crazy Softech,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.Christmas.Photo_Frames.Background.Editor,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html,1
169,mnara.dittoed,dittoed,Mnara Solutions Inc.,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=mnara.dittoed,https://dittoed.pages.dev/privacy-policy,1
170,com.Flower.Photo.frames.HD_Photoframes.app,Love Flower Photo Frames,Crazy Softech,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.Flower.Photo.frames.HD_Photoframes.app,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html,1
171,com.atsdev.framephotocollage,Frame Photo Collage,AT Software Developers,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.atsdev.framephotocollage,https://atsoftdeveloper.wordpress.com/,1
172,com.camjoy.live.app,CamJoy : Live video chatting,Innovation app,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.camjoy.live.app,https://sites.google.com/view/camjoyapp/home,1
173,com.foreverbilisim.sevgilibul,Find Lover,ayesoft,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.foreverbilisim.sevgilibul,https://www.ayesoft.net/apps-privacy-policy.html,1
174,com.newappxone.flowerphotoframes,Flower Photo Frames,App Xone,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.newappxone.flowerphotoframes,https://newappxone.com/privacy_policy.html,1
175,co.lucky.hookup,Casual Hookup Dating - Kasual,Yumi Limited,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=co.lucky.hookup,https://www.kasualapp.com/privacy/,1
176,com.covalent.kippo,Kippo - Come Hang Out,Covalent Inc.,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.covalent.kippo,https://kippo.com/legal/privacy/,1
177,com.photoeditor.app.smileyface.sticker,Smiley Face Photo Editor,Studio GRF,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.photoeditor.app.smileyface.sticker,https://studiogrf-privacyp.blogspot.com/p/blog-page_26.html,1
178,europeandating.europesingles.nearbymeet,EUdate - European dating for n,SeniorsHug,Dating,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=europeandating.europesingles.nearbymeet,https://www.seniorshug.com/privacy,1
179,com.mvltrapps.longfrockphotosuit,Long frock photo suit,MVLTR Apps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.longfrockphotosuit,https://www.mvltrapps.com/privacy-policy.php,1
180,com.dating.apps.cupid,Free Dating Hook Up Messenger,Free Hook Up Dating Flirting Apps,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.dating.apps.cupid,https://findnowme.com/privacy,1
181,apptrends.love_test_calculator_lovephotoframes,Love Calculator 2023,AppTrendz Studio,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=apptrends.love_test_calculator_lovephotoframes,http://www.apptrends.co.in/privacy-policy-2/,1
182,com.yovic.girlybanat,صور حالات بأسماء بنات  بدون نت‎,Yovic Dev Studio,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.yovic.girlybanat,https://2022privacyapolicyapp.blogspot.com/,1
183,com.rometic.trulychinese,TrulyChinese - Dating App,ROMETIC,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.rometic.trulychinese,https://www.trulychinese.com/privacy-policy,1
184,com.bluefishapp.cutpaste,"Cut Out, Cut Photo Background",Solution Cat Ltd,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.bluefishapp.cutpaste,https://sites.google.com/view/photobackgroundchanger/home,1
185,statusdp.flagtextletter.indianphoto.frame,Indian Flag Text Photo Frame,Text and Editor Art Technologies,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=statusdp.flagtextletter.indianphoto.frame,https://dailyupdatetechpolicy.blogspot.com/2020/05/indian-flag-text-photo-frame.html,1
186,com.Happy.Christmas.Photo.Frames.Merry.Santa.Effect,Happy Christmas Photo Frames,Crazy Softech,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.Happy.Christmas.Photo.Frames.Merry.Santa.Effect,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html,1
187,au.com.meetmefreedatingapp.flirtdating,USA Cupid,USA Cupid,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=au.com.meetmefreedatingapp.flirtdating,https://www.aussietechnology.com/footer_privacypolicy.php?appName=usa,1
188,com.mm.insects.identification,Insect identifier by Photo Cam,MobilMinds applications,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mm.insects.identification,https://s3-us-west-2.amazonaws.com/mobilminds.com/mobilmindsapps/privacy_policy_1.html,1
189,com.opusmobilis.adamdateseve,Adam Dates Eve - Dating App,Opus Mobilis,Dating,5K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.opusmobilis.adamdateseve,http://www.opusmobilis.com/adam-dates-eve--privacy-policy.html,1
190,com.name.birthday.cake.wishes,Name On Birthday Cake & Photo,Touchzing Media Private Limited,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.name.birthday.cake.wishes,http://www.touchzing.com/privacy/,1
191,com.inchallah.inchmobile,Inshallah muslims for Marriage,CAJIS,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.inchallah.inchmobile,https://help.inshallah.com/en/support/solutions/articles/60000622908-privacy-policy,1
192,com.editor.covers.postermaker,Gallery - Photos & Videos,Galler'y app,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.editor.covers.postermaker,https://native2022.blogspot.com/2022/04/privacy-policy.html,1
193,com.agerecognitionapp.faceage,كم عمرك - تحديد العمر من الوجه‎,مصمم الملصقات‎,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.agerecognitionapp.faceage,https://sites.google.com/view/face-age,1
194,com.ZomieeInfotech.FightPhotoEditor,Fight Effect Photo Editor,Zomiee Infotech,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ZomieeInfotech.FightPhotoEditor,https://zomieeinfotechpvtltd.blogspot.com/,1
195,com.eden_android,"Eden: Christian Dating,Matches",Digital Church,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.eden_android,https://eden.dating/en/policy,1
196,canadianmeet.dating.chatsingles.friends,Canada Dating - International,Dating Apps Social,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=canadianmeet.dating.chatsingles.friends,https://canadian-c7ded.web.app/privacy-policy.html,1
197,instadp.circele.profile.picture.border.maker,Profile Picture Border insta,Sharva Apps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=instadp.circele.profile.picture.border.maker,https://sites.google.com/view/photovideobitapps/privacy-policy,1
198,com.oshiharapps.facemakeupbeauty.prettymakeup.makeupeditor,Makeup 365 - Makeup Editor,Oshihar Apps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.oshiharapps.facemakeupbeauty.prettymakeup.makeupeditor,https://sites.google.com/view/oshihar-apps/home,1
199,droidconsulting.haircolorchanger,Hair Color Changer,Delka&Toni,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=droidconsulting.haircolorchanger,https://sites.google.com/view/love-christmas-privacy-policy/home,1
200,com.sigmaappsolution.marriagephotoframe,Marriage Photo Frame,Millennium Creativity Apps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.sigmaappsolution.marriagephotoframe,https://millenniumcreativityapps.blogspot.com/2022/06/privacy-policy.html,1
201,com.mendone.eyebrow.editor,Eyebrow Editor,Brandon Wozniak,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mendone.eyebrow.editor,https://sites.google.com/view/brandon-wozniak-privacy-policy/eyebrow-editor,1
202,best.edtphoto.arabman_suitchanger,Arab Man Photo Suit,photo editing apps studio,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=best.edtphoto.arabman_suitchanger,https://bestphotoeditingappspolicy.blogspot.com/2017/09/best-photo-editing-apps-privacy-policy.html,1
203,com.mvltrapps.gardentransparentphotoframes,Garden Photo Mixer / blender,MVLTR Apps,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.gardentransparentphotoframes,https://mvltrapps.com/privacy-policy.php,1
204,com.schmoozeapps.schmooze,Schmooze:Meme-based dating app,Ranga Media Inc.,Dating,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.schmoozeapps.schmooze,https://privacy-policy.schmooze.tech/,1
205,com.hookup.dating.bbw.wink,BBW Dating Hookup App: BBWink,Hookup Apps to Hook up Local Dating,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.hookup.dating.bbw.wink,http://www.bbwinkdating.com/privacy.html,1
206,com.august15Photoeditor.photoeditor.ly,Republic Day Photo Editor,Photo Editor.ly,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.august15Photoeditor.photoeditor.ly,https://photoeditorly.blogspot.com/2018/11/photo-editor.html,1
207,com.agegap.gaper,Video Chat & Dating App: Gaper,Hookup & Dating App - Gaper,Dating,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.agegap.gaper,https://gaperapp.info/privacy.html,1
208,com.cheerioworld.nevermet,Nevermet - VR Dating Metaverse,Nevermet,Dating,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.cheerioworld.nevermet,https://www.nevermet.io/privacy,1
209,com.appbites.tajmahalphotoframes,Taj Mahal Photo Frames,App Bites,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appbites.tajmahalphotoframes,https://kirakapps.com/privacy_policy.html,1
210,com.awtar.mob.app,دردشة أوتار - Awtar Chat‎,FP SOUTH,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.awtar.mob.app,https://www.awtar.tech/Privacy_policyEn.php,1
211,makstyle.preweddingphotoframe,Prewedding Photo Editor : Phot,Stylish Photo Apps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=makstyle.preweddingphotoframe,https://makstyleappsprivacy.blogspot.com/2020/11/privacy-policy.html,1
212,com.makeupcollections.august.photoframe.sticker.editor,14 August Photo Frame Sticker,Photo Makeup Collections,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.makeupcollections.august.photoframe.sticker.editor,https://sites.google.com/view/photomakercollections,1
213,com.blackwhitemeet,Black White Interracial Dating,Black White Dating,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.blackwhitemeet,https://www.blackwhite.singles/privacy.html,1
214,com.dating.pink,"Pink | Dating App to Chat, Dat",Pink - Be Pink,Dating,1K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.dating.pink,https://piink.xyz/privacy_policy.html,1
215,com.appbites.rainbowphotoframes,Rainbow Photo Frames,App Bites,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appbites.rainbowphotoframes,https://kirakapps.com/privacy_policy.html,1
216,co.lunchclick,LunchClick by Lunch Actually -,Lunch Actually Pte. Ltd.,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=co.lunchclick,http://www.lunchclick.co/privacy/,1
217,com.bzoo.videomaker.moviemaker.story.status.lyrical,Funimate Video Director - Bzoo,Bzoo Studio,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.bzoo.videomaker.moviemaker.story.status.lyrical,https://docs.google.com/document/d/e/2PACX-1vTeTW44RqVyka-QbscpprI1PqD3M_YW5jtE42aU5RRVDZwBJ_Cgn8TN9RXCAFRw1YI3WbIZBKMuDsNv/pub,1
218,com.neenbo,Neenbo: Find Love Now!,Neenbo,Dating,5M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.neenbo,https://www.neenbo.com/politica,1
219,com.atsdev.textonphoto,Text on Photo,AT Software Developers,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.atsdev.textonphoto,https://atsoftdeveloper.wordpress.com/,1
220,com.ram.lovelyphotoframes,Lovely Photo Frames,RamkumarApps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.lovelyphotoframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
221,com.mvltrapps.dualphotoblender,Dual Photo Mixer - Photo joint,MVLTR Apps,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.dualphotoblender,https://mvltrapps.com/privacy-policy.php,1
222,com.appbites.beachphotoframes,Beach Photo Frames,App Bites,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appbites.beachphotoframes,https://kirakapps.com/privacy_policy.html,1
223,fi.kotisatamanvalo.app,Valo - Love App,Kotisataman Valo,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=fi.kotisatamanvalo.app,https://valoapp.io/privacy,1
224,boudi.live.videocall,Bhabhi Call: Live Talk Video,Bhabhi Call: Indian Live Talk Video,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=boudi.live.videocall,https://www.freeprivacypolicy.com/live/2e51f4c4-a25d-46b7-ab6a-690334d476b8,1
225,makstyle.royalcarphotoeditor,Royal Car Photo Editor,Stylish Photo Apps,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=makstyle.royalcarphotoeditor,https://makstyleappsprivacy.blogspot.com/2020/11/privacy-policy.html,1
226,com.meetnewpeople.meet.call.people.livechat,Meeto- Random Video Call,Meeto Team,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.meetnewpeople.meet.call.people.livechat,https://durmal.blogspot.com/2019/12/privacy-policy.html,1
227,com.ram.happyvalentinesdayframes,Happy Valentines Photo Frames,RamkumarApps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.happyvalentinesdayframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
228,com.nightmodegogglesmultiple.thermaleffects,Night Goggles Thermal Effects,Kellyapps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.nightmodegogglesmultiple.thermaleffects,https://m4529446.wixsite.com/privacypolicy,1
229,com.chatnetworkapp.france,France Chat Social Dating,Samatech Apps,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.chatnetworkapp.france,http://usa.chatews.com/terms.php,1
230,com.mvltrapps.ganeshphotoframes,Ganesh Photo Frame Editor,MVLTR Apps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.ganeshphotoframes,https://mvltrapps.com/privacy-policy.php,1
231,com.yuyyu.horoscopematch,Yuyyu : Dating app. Meet. Chat,Yuyyu,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.yuyyu.horoscopematch,https://yuyyu.com/privacy-policy,1
232,com.dgt.manmuscleeditorslimbody,"Man Muscle Editor, Biceps, Six",GD Techlab,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.dgt.manmuscleeditorslimbody,https://gdtechlab.wordpress.com/2019/09/23/privacy-policy/,1
233,com.cfishes.christiandating,CFish: Christian Dating App,Smart Dating Group,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.cfishes.christiandating,https://www.cfishes.com/privacy.html,1
234,com.sigmaappsolution.nameonaniversaryphoto,Name On Anniversary Cake Photo,Millennium Creativity Apps,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.sigmaappsolution.nameonaniversaryphoto,https://millenniumcreativityapps.blogspot.com/2022/06/privacy-policy.html,1
235,app.blackgentry,BlackGentry – Black Dating App,ZeelTech,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=app.blackgentry,https://blackgentryapp.com/privacy-policy-2/,1
236,com.utopiatechnologies.aibgremover,AI Background Remover,Utopia Technologies,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.utopiatechnologies.aibgremover,https://aibgremover.com/privacy_policy.html,1
